907;380000
908;380000
909;380000
1220;400000
110;300000
1217;400000
111;300000
1216;400000
112;300000
1215;400000
113;300000
1214;400000
114;300000
1213;400000
115;300000
1212;400000
116;300000
1211;400000
117;300000
1210;400000
118;300000
910;380000
119;300000
911;380000
912;380000
913;380000
914;380000
915;380000
916;380000
1219;400000
917;380000
1218;400000
918;380000
919;380000
1110;400000
120;300000
121;300000
1107;400000
1228;400000
122;300000
1106;400000
1227;400000
123;300000
1105;400000
1226;400000
124;300000
1104;400000
1225;400000
125;300000
1103;400000
1224;400000
126;300000
1102;400000
1223;400000
127;300000
1101;400000
1222;400000
128;300000
920;380000
1221;400000
129;300000
800;360000
921;380000
801;360000
922;380000
802;360000
923;380000
803;360000
924;380000
804;360000
925;380000
805;360000
926;380000
806;360000
927;380000
1109;400000
807;360000
928;380000
1108;400000
1229;400000
808;360000
929;380000
809;360000
1000;380000
1121;400000
1120;400000
130;300000
1118;400000
1117;400000
1116;400000
1115;400000
1114;400000
1113;400000
930;380000
1112;400000
810;360000
1111;400000
811;360000
812;360000
813;360000
814;360000
815;360000
816;360000
817;360000
818;360000
1119;400000
819;360000
1011;380000
1010;380000
1130;400000
1008;380000
1129;400000
1007;380000
1128;400000
1006;380000
1127;400000
1005;380000
1126;400000
1004;380000
1125;400000
1003;380000
1124;400000
820;360000
1002;380000
1123;400000
821;360000
1001;380000
1122;400000
701;360000
822;360000
702;360000
823;360000
703;360000
824;360000
704;360000
825;360000
705;360000
826;360000
706;360000
827;360000
707;360000
828;360000
708;360000
829;360000
1009;380000
709;360000
1022;380000
1021;380000
1020;380000
1019;380000
1018;380000
1017;380000
1016;380000
1015;380000
1014;380000
710;360000
1013;380000
711;360000
1012;380000
712;360000
713;360000
714;360000
715;360000
716;360000
717;360000
718;360000
719;360000
1029;380000
1028;380000
1027;380000
1026;380000
720;360000
1025;380000
600;340000
721;360000
1024;380000
601;340000
722;360000
1023;380000
602;340000
723;360000
603;340000
724;360000
604;340000
725;360000
605;340000
726;360000
606;340000
727;360000
607;340000
728;360000
608;340000
729;360000
609;340000
730;360000
610;340000
611;340000
612;340000
613;340000
614;340000
615;340000
616;340000
617;340000
618;340000
619;340000
620;340000
621;340000
501;340000
622;340000
502;340000
623;340000
503;340000
624;340000
504;340000
625;340000
505;340000
626;340000
506;340000
627;340000
507;340000
628;340000
508;340000
629;340000
509;340000
510;340000
511;340000
512;340000
513;340000
514;340000
515;340000
516;340000
517;340000
518;340000
519;340000
520;340000
400;320000
521;340000
401;320000
522;340000
402;320000
523;340000
403;320000
524;340000
404;320000
525;340000
405;320000
526;340000
406;320000
527;340000
407;320000
528;340000
408;320000
529;340000
409;320000
530;340000
410;320000
411;320000
412;320000
413;320000
414;320000
415;320000
416;320000
417;320000
418;320000
419;320000
420;320000
421;320000
301;320000
422;320000
302;320000
423;320000
303;320000
424;320000
304;320000
425;320000
305;320000
426;320000
306;320000
427;320000
307;320000
428;320000
308;320000
429;320000
309;320000
310;320000
311;320000
312;320000
313;320000
314;320000
315;320000
316;320000
317;320000
318;320000
319;320000
320;320000
200;300000
321;320000
201;300000
322;320000
202;300000
323;320000
203;300000
324;320000
204;300000
325;320000
205;300000
326;320000
206;300000
327;320000
207;300000
328;320000
208;300000
329;320000
209;300000
330;320000
210;300000
211;300000
212;300000
213;300000
214;300000
215;300000
216;300000
217;300000
218;300000
219;300000
220;300000
1206;400000
221;300000
1205;400000
101;300000
222;300000
1204;400000
102;300000
223;300000
1203;400000
103;300000
224;300000
1202;400000
104;300000
225;300000
1201;400000
105;300000
226;300000
1200;400000
106;300000
227;300000
107;300000
228;300000
108;300000
229;300000
109;300000
901;380000
902;380000
903;380000
904;380000
1209;400000
905;380000
1208;400000
906;380000
1207;400000
331;200000
