907;180000
908;180000
909;180000
1220;200000
110;100000
1217;200000
111;100000
1216;200000
112;100000
1215;200000
113;100000
1214;200000
114;100000
1213;200000
115;100000
1212;200000
116;100000
1211;200000
117;100000
1210;200000
118;100000
910;180000
119;100000
911;180000
912;180000
913;180000
914;180000
915;180000
916;180000
1219;200000
917;180000
1218;200000
918;180000
919;180000
1110;200000
120;100000
121;100000
1107;200000
1228;200000
122;100000
1106;200000
1227;200000
123;100000
1105;200000
1226;200000
124;100000
1104;200000
1225;200000
125;100000
1103;200000
1224;200000
126;100000
1102;200000
1223;200000
127;100000
1101;200000
1222;200000
128;100000
920;180000
1221;200000
129;100000
800;160000
921;180000
801;160000
922;180000
802;160000
923;180000
803;160000
924;180000
804;160000
925;180000
805;160000
926;180000
806;160000
927;180000
1109;200000
807;160000
928;180000
1108;200000
1229;200000
808;160000
929;180000
809;160000
1000;180000
1121;200000
1120;200000
130;100000
1118;200000
1117;200000
1116;200000
1115;200000
1114;200000
1113;200000
930;180000
1112;200000
810;160000
1111;200000
811;160000
812;160000
813;160000
814;160000
815;160000
816;160000
817;160000
818;160000
1119;200000
819;160000
1011;180000
1010;180000
1130;200000
1008;180000
1129;200000
1007;180000
1128;200000
1006;180000
1127;200000
1005;180000
1126;200000
1004;180000
1125;200000
1003;180000
1124;200000
820;160000
1002;180000
1123;200000
821;160000
1001;180000
1122;200000
701;160000
822;160000
702;160000
823;160000
703;160000
824;160000
704;160000
825;160000
705;160000
826;160000
706;160000
827;160000
707;160000
828;160000
708;160000
829;160000
1009;180000
709;160000
1022;180000
1021;180000
1020;180000
1019;180000
1018;180000
1017;180000
1016;180000
1015;180000
1014;180000
710;160000
1013;180000
711;160000
1012;180000
712;160000
713;160000
714;160000
715;160000
716;160000
717;160000
718;160000
719;160000
1029;180000
1028;180000
1027;180000
1026;180000
720;160000
1025;180000
600;140000
721;160000
1024;180000
601;140000
722;160000
1023;180000
602;140000
723;160000
603;140000
724;160000
604;140000
725;160000
605;140000
726;160000
606;140000
727;160000
607;140000
728;160000
608;140000
729;160000
609;140000
730;160000
610;140000
611;140000
612;140000
613;140000
614;140000
615;140000
616;140000
617;140000
618;140000
619;140000
620;140000
621;140000
501;140000
622;140000
502;140000
623;140000
503;140000
624;140000
504;140000
625;140000
505;140000
626;140000
506;140000
627;140000
507;140000
628;140000
508;140000
629;140000
509;140000
510;140000
511;140000
512;140000
513;140000
514;140000
515;140000
516;140000
517;140000
518;140000
519;140000
520;140000
400;120000
521;140000
401;120000
522;140000
402;120000
523;140000
403;120000
524;140000
404;120000
525;140000
405;120000
526;140000
406;120000
527;140000
407;120000
528;140000
408;120000
529;140000
409;120000
530;140000
410;120000
411;120000
412;120000
413;120000
414;120000
415;120000
416;120000
417;120000
418;120000
419;120000
420;120000
421;120000
301;120000
422;120000
302;120000
423;120000
303;120000
424;120000
304;120000
425;120000
305;120000
426;120000
306;120000
427;120000
307;120000
428;120000
308;120000
429;120000
309;120000
310;120000
311;120000
312;120000
313;120000
314;120000
315;120000
316;120000
317;120000
318;120000
319;120000
320;120000
200;100000
321;120000
201;100000
322;120000
202;100000
323;120000
203;100000
324;120000
204;100000
325;120000
205;100000
326;120000
206;100000
327;120000
207;100000
328;120000
208;100000
329;120000
209;100000
330;120000
210;100000
211;100000
212;100000
213;100000
214;100000
215;100000
216;100000
217;100000
218;100000
219;100000
220;100000
1206;200000
221;100000
1205;200000
101;100000
222;100000
1204;200000
102;100000
223;100000
1203;200000
103;100000
224;100000
1202;200000
104;100000
225;100000
1201;200000
105;100000
226;100000
1200;200000
106;100000
227;100000
107;100000
228;100000
108;100000
229;100000
109;100000
901;180000
902;180000
903;180000
904;180000
1209;200000
905;180000
1208;200000
906;180000
1207;200000
331;200000
