907;280000
908;280000
909;280000
1220;300000
110;200000
1217;300000
111;200000
1216;300000
112;200000
1215;300000
113;200000
1214;300000
114;200000
1213;300000
115;200000
1212;300000
116;200000
1211;300000
117;200000
1210;300000
118;200000
910;280000
119;200000
911;280000
912;280000
913;280000
914;280000
915;280000
916;280000
1219;300000
917;280000
1218;300000
918;280000
919;280000
1110;300000
120;200000
121;200000
1107;300000
1228;300000
122;200000
1106;300000
1227;300000
123;200000
1105;300000
1226;300000
124;200000
1104;300000
1225;300000
125;200000
1103;300000
1224;300000
126;200000
1102;300000
1223;300000
127;200000
1101;300000
1222;300000
128;200000
920;280000
1221;300000
129;200000
800;260000
921;280000
801;260000
922;280000
802;260000
923;280000
803;260000
924;280000
804;260000
925;280000
805;260000
926;280000
806;260000
927;280000
1109;300000
807;260000
928;280000
1108;300000
1229;300000
808;260000
929;280000
809;260000
1000;280000
1121;300000
1120;300000
130;200000
1118;300000
1117;300000
1116;300000
1115;300000
1114;300000
1113;300000
930;280000
1112;300000
810;260000
1111;300000
811;260000
812;260000
813;260000
814;260000
815;260000
816;260000
817;260000
818;260000
1119;300000
819;260000
1011;280000
1010;280000
1130;300000
1008;280000
1129;300000
1007;280000
1128;300000
1006;280000
1127;300000
1005;280000
1126;300000
1004;280000
1125;300000
1003;280000
1124;300000
820;260000
1002;280000
1123;300000
821;260000
1001;280000
1122;300000
701;260000
822;260000
702;260000
823;260000
703;260000
824;260000
704;260000
825;260000
705;260000
826;260000
706;260000
827;260000
707;260000
828;260000
708;260000
829;260000
1009;280000
709;260000
1022;280000
1021;280000
1020;280000
1019;280000
1018;280000
1017;280000
1016;280000
1015;280000
1014;280000
710;260000
1013;280000
711;260000
1012;280000
712;260000
713;260000
714;260000
715;260000
716;260000
717;260000
718;260000
719;260000
1029;280000
1028;280000
1027;280000
1026;280000
720;260000
1025;280000
600;240000
721;260000
1024;280000
601;240000
722;260000
1023;280000
602;240000
723;260000
603;240000
724;260000
604;240000
725;260000
605;240000
726;260000
606;240000
727;260000
607;240000
728;260000
608;240000
729;260000
609;240000
730;260000
610;240000
611;240000
612;240000
613;240000
614;240000
615;240000
616;240000
617;240000
618;240000
619;240000
620;240000
621;240000
501;240000
622;240000
502;240000
623;240000
503;240000
624;240000
504;240000
625;240000
505;240000
626;240000
506;240000
627;240000
507;240000
628;240000
508;240000
629;240000
509;240000
510;240000
511;240000
512;240000
513;240000
514;240000
515;240000
516;240000
517;240000
518;240000
519;240000
520;240000
400;220000
521;240000
401;220000
522;240000
402;220000
523;240000
403;220000
524;240000
404;220000
525;240000
405;220000
526;240000
406;220000
527;240000
407;220000
528;240000
408;220000
529;240000
409;220000
530;240000
410;220000
411;220000
412;220000
413;220000
414;220000
415;220000
416;220000
417;220000
418;220000
419;220000
420;220000
421;220000
301;220000
422;220000
302;220000
423;220000
303;220000
424;220000
304;220000
425;220000
305;220000
426;220000
306;220000
427;220000
307;220000
428;220000
308;220000
429;220000
309;220000
310;220000
311;220000
312;220000
313;220000
314;220000
315;220000
316;220000
317;220000
318;220000
319;220000
320;220000
200;200000
321;220000
201;200000
322;220000
202;200000
323;220000
203;200000
324;220000
204;200000
325;220000
205;200000
326;220000
206;200000
327;220000
207;200000
328;220000
208;200000
329;220000
209;200000
330;220000
210;200000
331;200000
211;200000
212;200000
213;200000
214;200000
215;200000
216;200000
217;200000
218;200000
219;200000
220;200000
1206;300000
221;200000
1205;300000
101;200000
222;200000
1204;300000
102;200000
223;200000
1203;300000
103;200000
224;200000
1202;300000
104;200000
225;200000
1201;300000
105;200000
226;200000
1200;300000
106;200000
227;200000
107;200000
228;200000
108;200000
229;200000
109;200000
901;280000
902;280000
903;280000
904;280000
1209;300000
905;280000
1208;300000
906;280000
1207;300000
